policy_id,policy_type,region,coverage_amount,premium,risk_score,claims,last_updated
f7a70420-619a-449c-9e9f-66bbc108cd20,Health,South,225876.28239668868,3355.3511536231536,0.672702994208898,0.0,1751960339.1048627
cfe5314b-f5d0-4436-9eeb-44a6b34d0ec1,Commercial,East,564805.9000094403,3222.8091916479984,0.7966813971913723,0.0,1751960339.1048627
0b91de93-54bc-4070-a2e2-87c4ee929bd8,Auto,North,879298.5440825878,9156.29122468933,0.250467898792499,0.0,1751960339.1048627
18df28ee-a622-419a-add5-165b0689541d,Health,North,745613.6420890831,3245.915798645555,0.6248740996069989,0.0,1751960339.1048627
d24d6103-e4e0-4cc6-a395-ef55cbf7e363,Health,North,816233.0904683772,3447.547535157679,0.5717459831437487,0.0,1751960339.1048627
215ede80-76ba-4ca7-96cd-8a9c7f0be138,Commercial,North,675844.1983751815,7834.584361761674,0.8328303767882711,0.0,1751960339.1048627
2e41e060-fd9c-4381-a0fe-dca94f17797c,Auto,West,707662.7362919599,5047.65858205486,0.9060870604812605,0.0,1751960339.1048627
317ea8bc-c0e2-431f-9dcd-22b35b788956,Auto,North,856735.8689870533,7990.395012596631,0.012156771477386807,0.0,1751960339.1048627
285352b0-a402-43cb-a191-3326bec7ac4f,Health,West,287184.60841622663,1588.2954180794673,0.6740199190587927,0.0,1751960339.1048627
feeca8c4-19da-4d19-8fdb-078445fe6f7b,Home,West,514953.71546098345,5388.140743060459,0.05183579911972902,0.0,1751960339.1048627
304c0fc5-8d13-4ae2-9844-e0e8c7f7d547,Health,North,260148.96972862212,1302.5224016495436,0.5488586650773559,0.0,1751960339.1048627
8473959f-f228-4869-ba8d-5761e79afb97,Health,North,988284.6075968146,1563.8788310981909,0.2876327290436782,0.0,1751960339.1048627
a95a4b17-f611-4ec1-a40c-c4f75eb7463a,Health,South,946856.3727022826,9157.937080099699,0.3067765995221412,0.0,1751960339.1048627
0ce57fa3-8926-49c4-8aad-d15d9fea8d2a,Health,East,87455.4708000806,2253.2083400583565,0.3529585034523566,0.0,1751960339.1048627
3be38acb-489b-47b8-ac48-8b72a8c89226,Commercial,North,720296.413889904,5791.786140476954,0.6212924490496101,0.0,1751960339.1048627
45a44468-460b-4980-b1e1-6a38f45cbe08,Auto,South,928985.9015448826,4699.860423406359,0.3340499656687692,0.0,1751960339.1048627
ec55cae3-4146-4a5d-a6b5-12c5c3ff8c42,Commercial,South,221546.57787096687,4126.089936329584,0.7326990505902804,0.0,1751960339.1048627
32e9518b-3500-4f03-940c-7fd9364f48f5,Commercial,East,589547.969024998,9098.500111185453,0.4045273855738697,0.0,1751960339.1048627
e3696d4e-1dae-4baf-864c-f1ff8e8caf89,Commercial,West,919713.8827086397,1196.4105709794055,0.06835320030995862,0.0,1751960339.1048627
d9663987-2a5f-4a42-9141-465d11f5ba7e,Health,North,82248.6796565089,6974.107175580301,0.7837598424841072,0.0,1751960339.1048627
ddbe46ed-cde0-4ac2-a339-2c9d13893aff,Home,East,712549.2538844979,9670.549907921953,0.285758324592706,0.0,1751960339.1048627
74d6375f-36ab-44ad-9be7-080e025ee7ac,Auto,North,332481.5570039232,6041.513651156578,0.43276687959926263,0.0,1751960339.1048627
4df75335-bbb4-4907-b360-124dc4cbe6e9,Home,South,928176.3856077038,9431.402158297826,0.6854438832219015,0.0,1751960339.1048627
9ea26b7c-2965-4770-bfe7-ecb6539e8330,Commercial,South,972505.3329070994,1470.320913574214,0.332456157148712,0.0,1751960339.1048627
87fbcf21-cf18-497e-871c-111a61b5d918,Commercial,West,947053.1646577623,4769.139871667452,0.056585656146715624,0.0,1751960339.1048627
17e77f78-0b17-48ad-89ce-7fa38560d13e,Home,South,500503.50582459057,3341.4201186584605,0.3739210470128136,0.0,1751960339.1048627
233eff80-2ae0-4c48-b6d4-4d87529dc083,Home,South,868940.5184398477,7577.388684826568,0.9444485826943034,0.0,1751960339.1048627
67024e99-b39c-480c-8f52-6ca1dfb11e3d,Home,East,852321.9286083168,9831.67381447522,0.6417343972985582,0.0,1751960339.1048627
c49835d9-c4db-490f-8ed0-977bb6e8b4d0,Commercial,North,353145.44958109286,3308.7705619982303,0.6714791486672069,0.0,1751960339.1048627
df1f2506-e0f9-4563-ba99-6ff0686e8345,Commercial,North,837469.7004431435,6887.57141326667,0.6322821536376398,0.0,1751960339.1048627
01cde23d-6a19-4649-9530-56a35e45f903,Auto,East,85157.25297971799,2782.878694837661,0.1989921389594368,0.0,1751960339.1048627
d84764cd-cb44-4e36-b117-c2215501de92,Auto,West,616456.3845579504,6087.972291144489,0.41833386410228013,0.0,1751960339.1048627
27fc57ab-54f1-42eb-ba93-9ea02008a007,Commercial,North,268508.3954233179,5175.392380195026,0.7509397983633183,0.0,1751960339.1048627
feacb669-b251-4a46-a77b-08741737ee3b,Home,South,164538.54148841486,9748.047966683833,0.10137289755315915,0.0,1751960339.1048627
1ac2ea17-dc91-4370-82f8-9e3d6982c06f,Home,North,123105.5415477487,6476.745454268199,0.27785277608971226,0.0,1751960339.1048627
ab8d8968-3784-4359-95d1-d13aa4d46ece,Auto,South,711474.3370842327,4145.557348781369,0.2763191084658536,0.0,1751960339.1048627
51741c9d-d9ab-49fa-930c-1cc80c56525c,Commercial,West,372881.2155796628,2026.8620639914004,0.432018927594506,0.0,1751960339.1048627
2dd69a53-2beb-4428-b0f7-1e254c7ace3e,Auto,East,738528.4329523233,2361.221458614411,0.9803687409421851,0.0,1751960339.1048627
ae0a1f33-46cb-41ae-b361-7e0c4f5726a9,Auto,North,112088.52375899526,3027.8523695611157,0.06750254668382194,0.0,1751960339.1048627
bbc115c9-91f6-4a5e-8543-5e30839f2aba,Health,East,349525.8209390798,3258.699952062682,0.518700994380595,0.0,1751960339.1048627
0f35cd66-14c9-4df2-92a0-4f93087fd32a,Health,North,562516.7277565703,8655.54452057024,0.17936468201221045,0.0,1751960339.1048627
855eb489-8eaf-4aad-91fd-064be80faf20,Health,South,801187.0065970154,6051.005094542725,0.9706765454097441,0.0,1751960339.1048627
4811706b-0b17-4b54-a766-c172d0481911,Home,East,352814.87778546644,5710.518202369298,0.1133035047274642,0.0,1751960339.1048627
b9330f3a-fa7c-4bd0-895a-c23c74ce3cce,Commercial,North,644596.8076151586,2032.9198468229572,0.40360100236159124,0.0,1751960339.1048627
087a9d77-8ac3-4e2a-80ee-8ae08ab0b4a2,Commercial,South,891678.8608243777,8741.257240144914,0.7378849848346062,0.0,1751960339.1048627
fab68694-76a7-4d28-8662-5374eef198ff,Commercial,East,635070.0287731893,7505.328728876353,0.7045544280274453,0.0,1751960339.1048627
65ef96b2-250f-4cb3-a165-75728d908b86,Commercial,East,271311.5010159521,1609.0152571000142,0.42272863689393225,0.0,1751960339.1048627
09ed2960-073e-4f06-8176-878603a2a916,Health,North,73180.74247871112,7370.515875067918,0.34652416795271823,0.0,1751960339.1048627
87ac9160-882d-4024-b4b9-1c85f91eae6b,Home,North,876593.9302058833,5891.843956083814,0.39761237855287057,0.0,1751960339.1048627
a23e2871-453f-4af0-a98b-3158f33a6ec8,Home,North,70205.94030786779,1735.5281117210043,0.2642762631586393,0.0,1751960339.1048627
07b9c734-a18c-4dbb-962a-23c89cc2423e,Health,South,880966.5890499895,5124.705773757908,0.2053329387067998,0.0,1751960339.1048627
87560b00-6b5b-456d-9e39-bd92445d4e63,Home,North,552490.2773258514,5362.266584170423,0.48303969755889,0.0,1751960339.1048627
c1b15eb8-f634-41c2-9351-8c9ad8ac16cc,Health,East,942114.3135872514,2491.970861469482,0.2685337560676073,0.0,1751960339.1048627
b894ed68-893f-429d-b6da-d5f4c1518b23,Commercial,East,808844.0739849821,9511.28332300254,0.2874616648972501,0.0,1751960339.1048627
62b0d109-a159-47d1-99ec-adb1eee99cd9,Health,North,998037.4050066706,8649.778343325957,0.6567560634745571,0.0,1751960339.1048627
ba083cbf-c0b3-468c-ae6a-714090d0db4d,Commercial,North,383176.22467912466,7021.201035961975,0.9685373316998922,0.0,1751960339.1048627
362c9df5-fc93-40ae-9501-0608fa0ee15e,Commercial,West,778828.8744845706,5160.660049005465,0.6036372005593751,0.0,1751960339.1048627
9df2301f-27d3-40c3-8c0d-85a8f2bcb850,Auto,East,431834.36792878003,4705.889874260576,0.07697946706496628,0.0,1751960339.1048627
e9fdf79a-f627-400f-83c5-49f48f7186b3,Health,South,505881.8392887134,6858.761204358588,0.07558361385406698,0.0,1751960339.1048627
2c354a86-85d7-4257-95f8-bf7ff835762a,Auto,West,646130.1900574516,5908.88682466215,0.951423220845566,0.0,1751960339.1048627
bc61f8e0-3901-4b67-8f1f-5938733a0a33,Health,North,879993.2584770218,1560.4579529369705,0.29729079030733363,0.0,1751960339.1048627
d8e3add7-a3f5-40b0-b872-c6dabf070ddc,Health,North,984879.2957393304,5612.523838932985,0.09206698608247543,0.0,1751960339.1048627
3454ac43-eba2-4f37-850f-64ae417a6ee7,Auto,East,779859.7431712922,8257.632555095555,0.5990445871503816,0.0,1751960339.1048627
0643c247-f9bb-4b51-825d-eabc357edcf8,Auto,North,446878.44305896707,5133.158898372622,0.6236487782902661,0.0,1751960339.1048627
